theme,color,total_quantity
Batman,Medium Nougat,179
Batman,Metallic Silver,40
Batman,Olive Green,21
Batman,Opal Trans-Clear,5
Batman,Orange,192
Batman,Pearl Copper,11
Batman,Pearl Gold,318
Batman,Pearl Light Gray,17
Batman,Pearl Titanium,221
Batman,Red,1404
Batman,Reddish Brown,1651
Batman,Reddish Orange,81
Batman,Sand Blue,202
Batman,Sand Green,83
Batman,Tan,987
Batman,Trans-Black,28
Batman,Trans-Bright Green,72
Batman,Trans-Brown,228
Batman,Trans-Clear,394
Batman,Trans-Dark Blue,65
Batman,Trans-Green,108
Batman,Trans-Light Blue,415
Batman,Trans-Medium Blue,11
Batman,Trans-Neon Green,130
Batman,Trans-Neon Orange,49
Batman,Trans-Orange,249
Batman,Trans-Purple,6
Batman,Trans-Red,434
Batman,Trans-Yellow,485
Batman,White,1269
Batman,Yellow,1291
Batman,[No Color/Any Color],88
Belville,Aqua,59
Belville,Black,199
Belville,Blue,242
Belville,Bright Green,254
Belville,Bright Light Blue,11
Belville,Bright Light Orange,56
Belville,Bright Light Yellow,27
Belville,Bright Pink,69
Belville,Brown,110
Belville,Chrome Antique Brass,4
Belville,Chrome Gold,72
Belville,Chrome Pink,3
Belville,Chrome Silver,111
Belville,Dark Blue-Violet,4
Belville,Dark Bluish Gray,14
Belville,Dark Gray,16
Belville,Dark Orange,26
Belville,Dark Pink,282
Belville,Dark Purple,22
Belville,Dark Red,1
Belville,Dark Turquoise,16
Belville,Earth Orange,15
Belville,Glitter Trans-Clear,10
Belville,Glitter Trans-Dark Pink,152
Belville,Glitter Trans-Purple,5
Belville,Glow In Dark Opaque,1
Belville,Green,265
Belville,Light Blue,12
Belville,Light Bluish Gray,57
Belville,Light Gray,41
Belville,Light Green,18
Belville,Light Lime,19
Belville,Light Orange,17
Belville,Light Salmon,2
Belville,Light Turquoise,5
Belville,Light Violet,121
Belville,Light Yellow,139
Belville,Lime,58
Belville,Magenta,162
Belville,Medium Blue,67
Belville,Medium Bluish Violet,1
Belville,Medium Dark Pink,656
Belville,Medium Green,157
Belville,Medium Lime,106
Belville,Medium Orange,97
Belville,Medium Violet,3
Belville,Metallic Gold,12
Belville,Metallic Silver,3
Belville,Nougat,21
Belville,Orange,120
Belville,Pearl Gold,8
Belville,Pearl Light Gray,26
Belville,Pearl Very Light Gray,2
Belville,Pink,255
Belville,Purple,22
Belville,Red,196
Belville,Reddish Brown,44
Belville,Reddish Lilac,1
Belville,Rust Orange,2
Belville,Sand Blue,17
Belville,Sky Blue,26
Belville,Tan,1
Belville,Trans-Clear,154
Belville,Trans-Dark Blue,74
Belville,Trans-Dark Pink,338
Belville,Trans-Green,163
Belville,Trans-Light Blue,109
Belville,Trans-Light Bright Green,20
Belville,Trans-Medium Blue,99
Belville,Trans-Neon Green,27
Belville,Trans-Neon Orange,72
Belville,Trans-Neon Yellow,22
Belville,Trans-Orange,22
Belville,Trans-Purple,72
Belville,Trans-Red,75
Belville,Trans-Yellow,144
Belville,Very Light Bluish Gray,1
Belville,Very Light Gray,1
Belville,Very Light Orange,1
Belville,Violet,18
Belville,White,2149
Belville,Yellow,398
Belville,[No Color/Any Color],97
Ben 10,Black,18
Ben 10,Blue,7
Ben 10,Bright Light Blue,8
Ben 10,Dark Blue,17
Ben 10,Dark Green,5
Ben 10,Dark Red,5
Ben 10,Dark Tan,1
Ben 10,Magenta,10
Ben 10,Medium Blue,9
Ben 10,Red,16
Ben 10,Reddish Brown,13
Ben 10,Sand Green,13
Ben 10,Yellow,1
Bionicle,Black,9786
Bionicle,Blue,2001
Bionicle,Bright Green,65
Bionicle,Bright Light Orange,265
Bionicle,Brown,194
Bionicle,Chrome Silver,1
Bionicle,Copper,5
Bionicle,Dark Azure,16
Bionicle,Dark Blue,433
Bionicle,Dark Bluish Gray,2400
Bionicle,Dark Brown,4
Bionicle,Dark Gray,1255
Bionicle,Dark Green,320
Bionicle,Dark Orange,102
Bionicle,Dark Purple,12
Bionicle,Dark Red,552
Bionicle,Dark Tan,68
Bionicle,Dark Turquoise,26
Bionicle,Flat Dark Gold,60
Bionicle,Flat Silver,260
Bionicle,Glow In Dark Opaque,33
Bionicle,Glow In Dark Trans,14
Bionicle,Green,286
Bionicle,Light Bluish Gray,2532
Bionicle,Light Brown,114
Bionicle,Light Gray,1660
Bionicle,Lime,323
Bionicle,Medium Blue,200
Bionicle,Medium Orange,1
Bionicle,Metal,1
Bionicle,Metallic Green,2
Bionicle,Metallic Silver,4
Bionicle,Milky White,7
Bionicle,Orange,255
Bionicle,Pearl Black,31
Bionicle,Pearl Blue,19
Bionicle,Pearl Brown,35
Bionicle,Pearl Dark Gray,135
Bionicle,Pearl Gold,232
Bionicle,Pearl Green,20
Bionicle,Pearl Light Gold,2
Bionicle,Pearl Light Gray,2295
Bionicle,Pearl Lime,3
Bionicle,Pearl Red,24
Bionicle,Pearl Sand Blue,14
Bionicle,Pearl Titanium,113
Bionicle,Pearl Very Light Gray,4
Bionicle,Pearl White,37
Bionicle,Purple,19
Bionicle,Red,1538
Bionicle,Reddish Brown,34
Bionicle,Sand Blue,48
Bionicle,Sand Green,10
Bionicle,Tan,545
Bionicle,Trans-Bright Green,44
Bionicle,Trans-Brown,5
Bionicle,Trans-Clear,10
Bionicle,Trans-Dark Blue,101
Bionicle,Trans-Green,36
Bionicle,Trans-Light Blue,197
Bionicle,Trans-Medium Blue,65
Bionicle,Trans-Neon Green,164
Bionicle,Trans-Neon Orange,226
Bionicle,Trans-Neon Red,20
Bionicle,Trans-Neon Yellow,10
Bionicle,Trans-Orange,52
Bionicle,Trans-Purple,54
Bionicle,Trans-Red,132
Bionicle,Trans-Yellow,27
Bionicle,Two-tone Copper,2
Bionicle,Very Light Bluish Gray,17
Bionicle,White,1010
Bionicle,Yellow,292
Bionicle,Yellowish Green,2
Bionicle,[No Color/Any Color],45
Black Falcons,Black,356
Black Falcons,Blue,16
Black Falcons,Brown,43
Black Falcons,Dark Gray,11
Black Falcons,Green,58
Black Falcons,Light Gray,968
Black Falcons,Red,65
Black Falcons,White,36
Black Falcons,Yellow,19
Black Knights,Black,1011
Black Knights,Blue,79
Black Knights,Brown,101
Black Knights,Dark Gray,72
Black Knights,Green,23
Black Knights,Light Gray,912
Black Knights,Red,100
Black Knights,Trans-Yellow,8
Black Knights,White,28
Black Knights,Yellow,38
Blacktron I,Black,1767
Blacktron I,Light Gray,42
Blacktron I,Trans-Green,2
Blacktron I,Trans-Red,172
Blacktron I,Trans-Yellow,38
Blacktron I,White,11
Blacktron I,Yellow,261
Blacktron II,Black,1608
Blacktron II,Light Gray,42
Blacktron II,Trans-Green,8
Blacktron II,Trans-Neon Green,224
Blacktron II,Trans-Red,40
Blacktron II,White,749
Blacktron II,[No Color/Any Color],3
Bluey,Black,70
Bluey,Blue,29
Bluey,Bright Green,37
Bluey,Bright Light Blue,15
Bluey,Bright Light Orange,20
Bluey,Bright Light Yellow,104
Bluey,Bright Pink,19
Bluey,Dark Azure,1
Bluey,Dark Blue,36
Bluey,Dark Bluish Gray,2
Bluey,Dark Green,4
Bluey,Dark Orange,50
Bluey,Dark Pink,5
Bluey,Dark Purple,2
Bluey,Dark Red,1
Bluey,Dark Turquoise,29
Bluey,Flat Silver,12
Bluey,Green,12
Bluey,Lavender,21
Bluey,Light Aqua,30
Bluey,Light Bluish Gray,38
Bluey,Light Nougat,2
Bluey,Lime,45
Bluey,Magenta,1
Bluey,Medium Azure,23
Bluey,Medium Blue,55
Bluey,Medium Lavender,29
Bluey,Medium Nougat,77
Bluey,Opal Trans-Dark Pink,1
Bluey,Opal Trans-Light Blue,3
Bluey,Orange,80
Bluey,Pearl Gold,10
Bluey,Red,54
Bluey,Reddish Brown,127
Bluey,Reddish Orange,94
Bluey,Tan,105
Bluey,Trans-Clear,19
Bluey,Trans-Dark Blue,1
Bluey,Trans-Dark Pink,5
Bluey,Trans-Light Blue,6
Bluey,Trans-Orange,2
Bluey,Trans-Purple,2
Bluey,Warm Pink,5
Bluey,White,138
Bluey,Yellow,71
Bluey,Yellowish Green,4
Boat,Black,353
Boat,Blue,157
Boat,Brown,1
Boat,Chrome Silver,4
Boat,Dark Gray,2
Boat,Light Gray,357
Boat,Maersk Blue,7
Boat,Milky White,2
Boat,Red,407
Boat,Trans-Clear,105
Boat,Trans-Dark Blue,27
Boat,Trans-Green,22
Boat,Trans-Light Blue,72
Boat,Trans-Red,25
Boat,Trans-Yellow,43
Boat,White,1128
Boat,Yellow,170
Boat,[No Color/Any Color],25
Bob the Builder,Black,20
Bob the Builder,Blue,55
Bob the Builder,Bright Green,46
Bob the Builder,Bright Light Orange,9
Bob the Builder,Bright Light Yellow,2
Bob the Builder,Brown,9
Bob the Builder,Dark Bluish Gray,1
Bob the Builder,Dark Gray,9
Bob the Builder,Dark Orange,68
Bob the Builder,Dark Pink,1
Bob the Builder,Dark Red,6
Bob the Builder,Dark Tan,2
Bob the Builder,Dark Turquoise,5
Bob the Builder,Green,49
Bob the Builder,Light Bluish Gray,16
Bob the Builder,Light Yellow,42
Bob the Builder,Lime,17
Bob the Builder,Medium Blue,52
Bob the Builder,Orange,53
Bob the Builder,Pearl Blue,2
Bob the Builder,Pearl Light Gray,16
Bob the Builder,Red,90
Bob the Builder,Reddish Brown,4
Bob the Builder,Sand Purple,2
Bob the Builder,Tan,14
Bob the Builder,Trans-Dark Blue,4
Bob the Builder,Trans-Light Blue,5
Bob the Builder,Very Light Bluish Gray,1
Bob the Builder,White,2
Bob the Builder,Yellow,174
Bob the Builder,[No Color/Any Color],10
Botanicals,Black,2411
Botanicals,Blue,358
Botanicals,Blue Violet,53
Botanicals,Bright Green,840
Botanicals,Bright Light Blue,241
Botanicals,Bright Light Orange,348
Botanicals,Bright Light Yellow,397
Botanicals,Bright Pink,852
Botanicals,Chrome Gold,20
Botanicals,Coral,47
Botanicals,Dark Azure,5
Botanicals,Dark Blue,150
Botanicals,Dark Bluish Gray,560
Botanicals,Dark Brown,467
Botanicals,Dark Green,1907
Botanicals,Dark Orange,340
Botanicals,Dark Pink,537
Botanicals,Dark Purple,289
Botanicals,Dark Red,498
Botanicals,Dark Tan,663
Botanicals,Dark Turquoise,35
Botanicals,Green,1683
Botanicals,Lavender,404
Botanicals,Light Aqua,25
Botanicals,Light Bluish Gray,569
Botanicals,Light Nougat,581
Botanicals,Lime,744
Botanicals,Magenta,403
Botanicals,Medium Azure,26
Botanicals,Medium Lavender,280
Botanicals,Medium Nougat,860
Botanicals,Metallic Gold,53
Botanicals,Nougat,53
Botanicals,Olive Green,326
Botanicals,Opal Trans-Dark Pink,12
Botanicals,Opal Trans-Yellow,4
Botanicals,Orange,567
Botanicals,Pearl Gold,248
Botanicals,Red,1551
Botanicals,Reddish Brown,2372
Botanicals,Reddish Orange,167
Botanicals,Sand Blue,131
Botanicals,Sand Green,854
Botanicals,Tan,916
Botanicals,Trans-Clear,99
Botanicals,Trans-Light Blue,8
Botanicals,Warm Pink,24
Botanicals,White,1870
Botanicals,Yellow,956
Botanicals,Yellowish Green,276
Brick Sketches,Black,197
Brick Sketches,Blue,31
Brick Sketches,Bright Light Orange,5
Brick Sketches,Bright Light Yellow,7
Brick Sketches,Dark Azure,8
Brick Sketches,Dark Bluish Gray,43
Brick Sketches,Dark Purple,7
Brick Sketches,Dark Red,81
Brick Sketches,Dark Turquoise,17
Brick Sketches,Green,34
Brick Sketches,Light Bluish Gray,108
Brick Sketches,Lime,27
Brick Sketches,Medium Azure,15
Brick Sketches,Medium Nougat,1
Brick Sketches,Orange,22
Brick Sketches,Red,135
Brick Sketches,Tan,27
Brick Sketches,Trans-Light Blue,2
Brick Sketches,White,446
Brick Sketches,Yellow,97
BrickLink Designer Program,Black,17908
BrickLink Designer Program,Blue,659
BrickLink Designer Program,Bright Green,1214
BrickLink Designer Program,Bright Light Blue,275
BrickLink Designer Program,Bright Light Orange,680
BrickLink Designer Program,Bright Light Yellow,108
BrickLink Designer Program,Bright Pink,134
BrickLink Designer Program,Chrome Gold,6
BrickLink Designer Program,Coral,129
BrickLink Designer Program,Dark Azure,622
BrickLink Designer Program,Dark Blue,1268
BrickLink Designer Program,Dark Bluish Gray,12235
BrickLink Designer Program,Dark Brown,2120
BrickLink Designer Program,Dark Green,1874
BrickLink Designer Program,Dark Orange,2120
BrickLink Designer Program,Dark Pink,270
BrickLink Designer Program,Dark Purple,116
BrickLink Designer Program,Dark Red,2654
BrickLink Designer Program,Dark Tan,5860
BrickLink Designer Program,Dark Turquoise,697
BrickLink Designer Program,Flat Silver,414
BrickLink Designer Program,Glow in Dark White,12
BrickLink Designer Program,Green,3037
BrickLink Designer Program,Lavender,46
BrickLink Designer Program,Light Aqua,57
BrickLink Designer Program,Light Bluish Gray,18060
BrickLink Designer Program,Light Nougat,4
BrickLink Designer Program,Lime,1279
BrickLink Designer Program,Magenta,112
BrickLink Designer Program,Medium Azure,383
BrickLink Designer Program,Medium Blue,104
BrickLink Designer Program,Medium Lavender,72
BrickLink Designer Program,Medium Nougat,2205
BrickLink Designer Program,Metallic Gold,48
BrickLink Designer Program,Metallic Silver,186
BrickLink Designer Program,Nougat,88
BrickLink Designer Program,Olive Green,872
BrickLink Designer Program,Opal Trans-Clear,2
BrickLink Designer Program,Opal Trans-Dark Pink,1
BrickLink Designer Program,Opal Trans-Light Blue,9
BrickLink Designer Program,Opal Trans-Purple,1
BrickLink Designer Program,Orange,660
BrickLink Designer Program,Pearl Gold,1366
BrickLink Designer Program,Pearl Titanium,70
BrickLink Designer Program,Red,2798
BrickLink Designer Program,Reddish Brown,16736
BrickLink Designer Program,Reddish Orange,68
BrickLink Designer Program,Sand Blue,746
BrickLink Designer Program,Sand Green,1244
BrickLink Designer Program,Tan,7048
BrickLink Designer Program,Trans-Black,9
BrickLink Designer Program,Trans-Bright Green,24
BrickLink Designer Program,Trans-Brown,169
BrickLink Designer Program,Trans-Clear,1679
BrickLink Designer Program,Trans-Dark Blue,155
BrickLink Designer Program,Trans-Dark Pink,4
BrickLink Designer Program,Trans-Green,95
BrickLink Designer Program,Trans-Light Blue,415
BrickLink Designer Program,Trans-Neon Green,3
BrickLink Designer Program,Trans-Orange,319
BrickLink Designer Program,Trans-Purple,1
BrickLink Designer Program,Trans-Red,102
BrickLink Designer Program,Trans-Yellow,237
BrickLink Designer Program,White,11145
BrickLink Designer Program,Yellow,1691
BrickLink Designer Program,Yellowish Green,11
BrickLink Designer Program,[No Color/Any Color],27
Brickheadz,Black,9045
Brickheadz,Blue,1061
Brickheadz,Bright Green,316
Brickheadz,Bright Light Blue,172
Brickheadz,Bright Light Orange,774
Brickheadz,Bright Light Yellow,638
Brickheadz,Bright Pink,677
Brickheadz,Chrome Gold,19
Brickheadz,Coral,26
Brickheadz,Dark Azure,274
Brickheadz,Dark Blue,501
Brickheadz,Dark Bluish Gray,1655
Brickheadz,Dark Brown,806
Brickheadz,Dark Green,375
Brickheadz,Dark Orange,1062
Brickheadz,Dark Pink,213
Brickheadz,Dark Purple,379
Brickheadz,Dark Red,700
Brickheadz,Dark Tan,936
Brickheadz,Dark Turquoise,327
Brickheadz,Flat Silver,124
Brickheadz,Glitter Trans-Light Blue,4
Brickheadz,Glow in Dark White,12
Brickheadz,Green,856
Brickheadz,Lavender,73
Brickheadz,Light Aqua,70
Brickheadz,Light Bluish Gray,4914
Brickheadz,Light Nougat,107
Brickheadz,Lime,682
Brickheadz,Magenta,419
Brickheadz,Medium Azure,321
Brickheadz,Medium Blue,192
Brickheadz,Medium Lavender,295
Brickheadz,Medium Nougat,1004
Brickheadz,Metallic Gold,39
Brickheadz,Metallic Silver,94
Brickheadz,Nougat,59
Brickheadz,Olive Green,124
Brickheadz,Opal Trans-Clear,7
Brickheadz,Opal Trans-Light Blue,50
Brickheadz,Orange,818
Brickheadz,Pearl Gold,355
Brickheadz,Pearl Titanium,18
Brickheadz,Red,2229
Brickheadz,Reddish Brown,2981
Brickheadz,Sand Blue,205
Brickheadz,Sand Green,514
Brickheadz,Tan,3047
Brickheadz,Trans-Bright Green,8
Brickheadz,Trans-Brown,20
Brickheadz,Trans-Clear,138
Brickheadz,Trans-Dark Blue,52
Brickheadz,Trans-Dark Pink,10
Brickheadz,Trans-Green,6
Brickheadz,Trans-Light Blue,103
Brickheadz,Trans-Neon Green,1
Brickheadz,Trans-Neon Orange,1
Brickheadz,Trans-Orange,72
Brickheadz,Trans-Purple,1
Brickheadz,Trans-Red,85
Brickheadz,Trans-Yellow,10
Brickheadz,Vibrant Yellow,2
Brickheadz,Warm Pink,4
Brickheadz,Warm Tan,21
Brickheadz,White,4005
Brickheadz,Yellow,1470
Brickheadz,Yellowish Green,52
Brickheadz,[No Color/Any Color],15
Bricks & More,Black,2964
Bricks & More,Blue,3960
Bricks & More,Bright Green,74
Bricks & More,Bright Light Orange,23
Bricks & More,Bright Pink,202
Bricks & More,Chrome Gold,1
Bricks & More,Dark Azure,122
Bricks & More,Dark Blue,28
Bricks & More,Dark Bluish Gray,424
Bricks & More,Dark Green,22
Bricks & More,Dark Orange,3
Bricks & More,Dark Pink,83
Bricks & More,Dark Purple,38
Bricks & More,Dark Red,23
Bricks & More,Dark Tan,47
Bricks & More,Flat Silver,44
Bricks & More,Green,1927
Bricks & More,Light Bluish Gray,1021
Bricks & More,Lime,1271
Bricks & More,Magenta,47
Bricks & More,Medium Azure,10
Bricks & More,Medium Blue,350
Bricks & More,Medium Lavender,17
Bricks & More,Medium Nougat,2
Bricks & More,Metallic Silver,7
Bricks & More,Orange,1342
Bricks & More,Pearl Gold,8
Bricks & More,Pearl Light Gray,1
Bricks & More,Pearl Titanium,1
Bricks & More,Red,4979
Bricks & More,Reddish Brown,655
Bricks & More,Tan,263
Bricks & More,Trans-Brown,5
Bricks & More,Trans-Clear,199
Bricks & More,Trans-Dark Blue,63
Bricks & More,Trans-Dark Pink,9
Bricks & More,Trans-Green,75
Bricks & More,Trans-Light Blue,30
Bricks & More,Trans-Neon Green,16
Bricks & More,Trans-Neon Orange,29
Bricks & More,Trans-Orange,50
Bricks & More,Trans-Red,174
Bricks & More,Trans-Yellow,158
Bricks & More,White,4438
Bricks & More,Yellow,4260
Bricktober,Black,805
Bricktober,Blue,100
Bricktober,Bright Green,91
Bricktober,Bright Light Blue,5
Bricktober,Bright Light Orange,37
Bricktober,Bright Light Yellow,5
Bricktober,Bright Pink,60
Bricktober,Chrome Gold,1
Bricktober,Dark Azure,2
Bricktober,Dark Blue,42
Bricktober,Dark Bluish Gray,154
Bricktober,Dark Brown,10
Bricktober,Dark Green,40
Bricktober,Dark Orange,76
Bricktober,Dark Pink,23
Bricktober,Dark Purple,16
Bricktober,Dark Red,56
Bricktober,Dark Tan,75
Bricktober,Dark Turquoise,19
Bricktober,Flat Silver,71
Bricktober,Green,170
Bricktober,Lavender,5
Bricktober,Light Aqua,17
Bricktober,Light Bluish Gray,341
Bricktober,Lime,49
Bricktober,Magenta,6
Bricktober,Medium Azure,45
Bricktober,Medium Blue,8
Bricktober,Medium Lavender,6
Bricktober,Medium Nougat,64
Bricktober,Metallic Gold,59
Bricktober,Metallic Silver,66
Bricktober,Orange,26
Bricktober,Pearl Gold,53
Bricktober,Red,294
Bricktober,Reddish Brown,192
Bricktober,Sand Blue,12
Bricktober,Sand Green,26
Bricktober,Tan,284
Bricktober,Trans-Clear,289
Bricktober,Trans-Dark Blue,28
Bricktober,Trans-Dark Pink,9
Bricktober,Trans-Light Blue,65
Bricktober,Trans-Neon Green,1
Bricktober,Trans-Orange,6
Bricktober,Trans-Red,19
Bricktober,Trans-Yellow,16
Bricktober,White,582
Bricktober,Yellow,115
Bricktober,Yellowish Green,3
Bricktober,[No Color/Any Color],6
Building,Black,528
Building,Blue,611
Building,Green,50
Building,Light Gray,138
Building,Milky White,1
Building,Red,1119
Building,Trans-Clear,45
Building,White,649
Building,Yellow,311
Building,[No Color/Any Color],3
Building Set with People,Black,930
Building Set with People,Blue,716
Building Set with People,Brown,19
Building Set with People,Green,12
Building Set with People,Light Gray,14
Building Set with People,Red,1516
Building Set with People,Trans-Clear,124
Building Set with People,White,543
Building Set with People,Yellow,894
Building Set with People,[No Color/Any Color],3
Bulk Bricks,Black,1630
Bulk Bricks,Blue,174
Bulk Bricks,Brown,590
Bulk Bricks,Chrome Gold,1
Bulk Bricks,Chrome Silver,1
Bulk Bricks,Dark Bluish Gray,1
Bulk Bricks,Dark Gray,307
Bulk Bricks,Dark Red,1
Bulk Bricks,Green,525
Bulk Bricks,Light Gray,923
Bulk Bricks,Orange,1
Bulk Bricks,Pearl Light Gray,2
Bulk Bricks,Red,1094
Bulk Bricks,Sand Red,475
Bulk Bricks,Tan,163
Bulk Bricks,Trans-Brown,5
Bulk Bricks,Trans-Clear,164
Bulk Bricks,Trans-Dark Blue,2
Bulk Bricks,Trans-Light Blue,45
Bulk Bricks,White,793
Bulk Bricks,Yellow,129
Captain America,Black,526
Captain America,Blue,141
Captain America,Bright Light Blue,1
Captain America,Bright Light Orange,53
Captain America,Dark Blue,164
Captain America,Dark Bluish Gray,388
Captain America,Dark Green,4
Captain America,Dark Orange,18
Captain America,Dark Purple,29
Captain America,Dark Red,4
Captain America,Dark Tan,2
Captain America,Flat Silver,17
Captain America,Green,2
Captain America,Light Bluish Gray,348
Captain America,Lime,18
Captain America,Olive Green,3
Captain America,Orange,20
Captain America,Pearl Gold,3
Captain America,Pearl Titanium,2
Captain America,Red,266
Captain America,Reddish Brown,56
Captain America,Tan,37
Captain America,Trans-Black,1
Captain America,Trans-Bright Green,5
Captain America,Trans-Brown,8
Captain America,Trans-Clear,35
Captain America,Trans-Dark Blue,2
Captain America,Trans-Dark Pink,4
Captain America,Trans-Green,3
Captain America,Trans-Light Blue,11
Captain America,Trans-Neon Orange,1
Captain America,Trans-Orange,28
Captain America,Trans-Red,48
Captain America,Trans-Yellow,28
Captain America,White,164
Captain America,Yellow,36
Captain America,[No Color/Any Color],8
Cargo,Black,730
Cargo,Blue,159
Cargo,Dark Azure,4
Cargo,Dark Bluish Gray,411
Cargo,Dark Orange,3
Cargo,Dark Red,7
Cargo,Dark Tan,4
Cargo,Dark Turquoise,1
Cargo,Flat Silver,21
Cargo,Green,279
Cargo,Light Bluish Gray,636
Cargo,Lime,6
Cargo,Medium Azure,13
Cargo,Medium Nougat,8
Cargo,Metallic Silver,7
Cargo,Olive Green,14
Cargo,Orange,12
Cargo,Pearl Light Gray,2
Cargo,Red,204
Cargo,Reddish Brown,17
Cargo,Tan,122
Cargo,Trans-Brown,5
Cargo,Trans-Clear,35
Cargo,Trans-Green,2
Cargo,Trans-Light Blue,11
Cargo,Trans-Orange,68
Cargo,Trans-Red,54
Cargo,Trans-Yellow,31
Cargo,White,330
Cargo,Yellow,344
Cargo,[No Color/Any Color],7
Cars,Black,836
Cars,Blue,127
Cars,Bright Green,28
Cars,Bright Light Orange,15
Cars,Bright Light Yellow,4
Cars,Chrome Silver,1
Cars,Dark Azure,7
Cars,Dark Blue,4
Cars,Dark Bluish Gray,576
Cars,Dark Brown,3
Cars,Dark Orange,36
Cars,Dark Red,13
Cars,Dark Tan,2
Cars,Flat Silver,23
Cars,Green,91
Cars,Light Aqua,10
Cars,Light Bluish Gray,611
Cars,Lime,13
Cars,Magenta,1
Cars,Medium Azure,49
Cars,Medium Blue,62
Cars,Medium Nougat,17
Cars,Metallic Silver,1
Cars,Orange,60
Cars,Pearl Gold,25
Cars,Red,774
Cars,Reddish Brown,234
Cars,Sand Green,6
Cars,Tan,297
Cars,Trans-Bright Green,1
Cars,Trans-Brown,6
Cars,Trans-Clear,47
Cars,Trans-Green,26
Cars,Trans-Light Blue,11
Cars,Trans-Orange,23
Cars,Trans-Red,98
Cars,Trans-Yellow,14
Cars,White,455
Cars,Yellow,194
Cars,[No Color/Any Color],20
Castle,Black,1059
Castle,Blue,298
Castle,Bright Green,18
Castle,Bright Light Orange,12
