fig_num,fig_name,num_parts,age_group_heuristic
fig-013825,"Harry Potter, Dark Tan Jacket, Sand Blue Legs",4,Unspecified
fig-013826,"Molly Weasley, Reddish Brown Robes",4,Unspecified
fig-013827,"Bellatrix Lestrange, Black Dress, Plain Skirt, Light Nougat Arms",4,Unspecified
fig-013829,"Neville Longbottom, Light Bluish Gray Sweater, Sand Blue Legs",4,Unspecified
fig-013830,Scabior,4,Unspecified
fig-013832,Mirabel,4,Unspecified
fig-013833,"Monkie Kid, Diving Suit",5,Child-coded
fig-013834,Pocahontas,4,Unspecified
fig-013835,Shrimp Soldier,3,Unspecified
fig-013836,Tiana,4,Unspecified
fig-013837,"Dragon of the East, Legs, Cape",6,Unspecified
fig-013838,Raya,4,Unspecified
fig-013839,Tinker Bell,5,Unspecified
fig-013840,Crab General,3,Unspecified
fig-013841,Wendy Darling - Minidoll,5,Unspecified
fig-013842,Mulan,4,Unspecified
fig-013843,Turtle Minister,7,Unspecified
fig-013844,Belle,4,Unspecified
fig-013845,"Monkey King, Yellow Robe",5,Unspecified
fig-013847,Elsa,5,Unspecified
fig-013849,Anna,5,Unspecified
fig-013850,Alice,4,Unspecified
fig-013851,"Pigsy Power-up, Armor, Shoulder Guards",4,Unspecified
fig-013853,Anna - Microdoll,3,Unspecified
fig-013854,"Kristoff - Microdoll, Open Mouth",3,Unspecified
fig-013855,"Monkie Kid, Monkey Form",5,Child-coded
fig-013856,Elsa - Microdoll,3,Unspecified
fig-013857,Olaf - Microdoll,4,Unspecified
fig-013859,"Mickey Mouse - Bright Orange Torso, Dark Turquoise Overall",3,Unspecified
fig-013860,Mr Tang Power-up,5,Unspecified
fig-013862,"Ariel - Mermaid Form, Live Action Movie Minidoll, Dark Red Hair",4,Unspecified
fig-013863,Jafar - Genie,5,Unspecified
fig-013864,Gaston,4,Unspecified
fig-013866,Maleficent,5,Unspecified
fig-013867,"Monkie Kid, Padded Vest Jacket",4,Child-coded
fig-013868,Sandy Power-up,6,Unspecified
fig-013869,Evil Queen - Witch,4,Unspecified
fig-013870,"Alan Grant, Hair",4,Unspecified
fig-013871,"Lex Murphy, Medium Nougat Torso",4,Unspecified
fig-013872,"Tim Murphy, Medium Nougat Torso",4,Unspecified
fig-013873,"Dr. Henry Wu, White Scrubs",4,Unspecified
fig-013874,"Ray Arnold, White Shirt",4,Unspecified
fig-013875,"Ellie Sattler, Sand Blue Torso",4,Unspecified
fig-013876,"Dennis Nedry, Scared",4,Unspecified
fig-013877,"Ellie Sattler, Coral Shirt, Ponytail, Open Mouth",4,Unspecified
fig-013878,Ian Malcolm with Necklace (28621 Head),4,Unspecified
fig-013879,"Ellie Sattler, Coral Shirt",4,Unspecified
fig-013880,Robert Muldoon,4,Unspecified
fig-013881,"Ellie Sattler, Coral Shirt, Ponytail, Closed Mouth",4,Unspecified
fig-013882,"Alan Grant, Hat (28621 Head)",4,Unspecified
fig-013883,"John Hammond, White Arms",4,Unspecified
fig-013884,PAC-MAN Gamer,4,Adult-coded
fig-013886,"Yoda, White Robe, Lime Head",3,Unspecified
fig-013887,Kai Brightstar,5,Unspecified
fig-013888,Lys Solay,5,Unspecified
fig-013889,"Paisley - Lavender Top, Light Aqua Legs, Sunglasses",5,Unspecified
fig-013890,Stanley,4,Unspecified
fig-013891,Zoe,4,Unspecified
fig-013892,"Liann - Coral/Bright Light Orange Top, Sand Blue Legs, Flower",5,Unspecified
fig-013893,"Niko - Sand Blue Jacket, Light Bluish Grey Legs",4,Unspecified
fig-013894,"Adi - Bright Light Yellow Top, Coral Skirt",4,Unspecified
fig-013895,"Paisley - White Top, Dark Blue Skirt",4,Unspecified
fig-013896,"Luna - Bright Light Blue Top, Bright Light Orange Skirt",4,Unspecified
fig-013898,Zac - Safety Vest,5,Unspecified
fig-013899,Dia,4,Unspecified
fig-013900,"Aliya - Lavender Top, Yellow Skirt",4,Unspecified
fig-013902,Darrel,4,Unspecified
fig-013903,"Liann - White Top, Bright Light Blue Skirt",4,Unspecified
fig-013904,"Zac - Safety Vest, Blue Shirt",5,Unspecified
fig-013905,Nova - Life Jacket,5,Unspecified
fig-013906,Gunnar,5,Unspecified
fig-013907,Marco,5,Unspecified
fig-013908,Aliya - Safety Vest,5,Unspecified
fig-013909,Autumn - Safety Jacket,5,Unspecified
fig-013910,"Leo - Yellow Shirt, Coral Pants",4,Unspecified
fig-013911,Kayla,4,Unspecified
fig-013912,"Zac - Yellow Shirt, Dark Azure Pant",4,Unspecified
fig-013913,"Nova - Black Top, Bright Light Yellow Shorts",4,Unspecified
fig-013914,"Charli - White Shirt, Dark Tan Pants",4,Unspecified
fig-013915,"Dia - Bright Pink Top, Dark Azure Shorts",4,Unspecified
fig-013916,Leo - Sport Outfit,4,Unspecified
fig-013917,Ivana - Sport Outfit,4,Unspecified
fig-013918,Hanna - Sport Outfit,4,Unspecified
fig-013919,Niko - Sport Outfit,4,Unspecified
fig-013920,"Autumn - Dark Turquoise Top, Dark Red Pants",4,Unspecified
fig-013921,"Aliya - Yellow Top, Sand Blue Pants",5,Unspecified
fig-013922,"Aliya - Bright Light Blue Top, Sand Blue Pants",4,Unspecified
fig-013923,"Matilde - Red Top, Dark Blue Skirt",4,Unspecified
fig-013924,Abuelita,4,Unspecified
fig-013925,"Olly - White Top, Sand Blue Legs",4,Unspecified
fig-013926,"Liann - White Top, Lime Skirt",4,Unspecified
fig-013927,Stephanie - Adult,4,Unspecified
fig-013928,"Zac - Blue Shirt, White Pants",4,Unspecified
fig-013929,"Paisley - White Top, Sand Blue Legs",4,Unspecified
fig-013930,"Nova - Dark Purple Top, Yellowish Green Skirt",4,Unspecified
fig-013931,"Man, Blue Overalls, Blue Cap",4,Adult-coded
fig-013932,"Woman, Bright Light Blue Outfit with Pineapples",4,Adult-coded
fig-013933,"Boy, Dark Blue Banana Shirt, Short Medium Lavender Legs",4,Child-coded
fig-013934,"Man, Dark Purple Vest, Dark Turquoise Legs, Coral Sunglasses",4,Adult-coded
fig-013935,"Ice Cream Vendor, Polar Bear Costume",4,Unspecified
fig-013936,"Woman, Dark Pink Hoodie, Dark Bluish Gray Legs",4,Adult-coded
fig-013937,"Woman, Dark Turquoise Jacket, Prosthetic Leg",4,Adult-coded
fig-013938,"Man, White Hoodie, Black Legs",4,Adult-coded
fig-013939,"Man, Red Tracksuit with Hood",4,Adult-coded
fig-013940,"Vet, Light Aqua and Dark Turquoise Scrubs",4,Unspecified
fig-013941,"Barber, Reddish Brown Apron",4,Unspecified
fig-013942,"Janitor, Dark Orange Apron",4,Unspecified
fig-013943,"Woman, Bright Pink Hoodie, Bright Light Blue Legs",4,Adult-coded
fig-013944,"Girl, Raccoon Shirt, Bright Pink Legs, Black Skirt and Cat Ears",6,Child-coded
fig-013945,"Dinosaur Suit Guy, Bright Light Orange and Red",5,Unspecified
fig-013946,"Man, Red Jacket, Dark Blue Legs, Orange Glasses",4,Adult-coded
fig-013947,"Pizza Chef, Dark Azure Glasses",4,Unspecified
fig-013948,"Street Musician, Medium Blue Overalls",4,Unspecified
fig-013949,"Man, White Shirt, Dark Green Legs, Orange Glasses",4,Adult-coded
fig-013950,"Hotel Clerk, Black Suit",4,Unspecified
fig-013951,"Blogger, White Jacket, Black Legs, Lime Hair",5,Unspecified
fig-013952,"Woman, Tan Trenchcoat",4,Adult-coded
fig-013953,"Boy, Medium Azure Torso, Dark Blue Legs",4,Child-coded
fig-013954,"Boy, Dinosaur Shirt, Short Blue Legs, Blue Cap",4,Child-coded
fig-013955,"Man, Dark Blue Sweater, Sand Green Legs, Beard and Glasses",4,Adult-coded
fig-013956,"Woman, Bright Light Blue Cardigan, Dark Red Legs",4,Adult-coded
fig-013957,"Construction Worker, Orange Safety Suit, Red Hard Hat",4,Unspecified
fig-013958,"Construction Worker, Blue Safety Jacket, Dark Blue Legs, Red Hard Hat with Hair",4,Unspecified
fig-013959,"Construction Worker, Orange Safety Vest, Sand Blue Legs, Red Hard Hat",4,Unspecified
fig-013960,"Construction Site Foreman, Black Suit, White Hard Hat with Hair",4,Adult-coded
fig-013961,"Ocean Explorer, Iris Icicle, Medium Azure and Dark Blue Suit, Dark Red Hair",4,Unspecified
fig-013962,"Ocean Explorer Diver, Dark Blue Wetsuit, Medium Azure Helmet",5,Unspecified
fig-013963,"Ocean Explorer Diver, STEVEGOESNORTH, Dark Blue Wetsuit and Helmet, Beard and Glasses",6,Unspecified
fig-013964,"Ocean Explorer Diver, Woman, Dark Blue Wetsuit and Helmet",6,Adult-coded
fig-013965,"Skeleton, Standard Face, Bicorne Hat, One Leg",7,Unspecified
fig-013966,"Ocean Explorer, White Suit, Orange Life Vest",5,Unspecified
fig-013967,"Ocean / Arctic Explorer, Medium Azure Suit",4,Unspecified
fig-013968,"Arctic Explorer, Medium Azure Suit, Medium Nougat Hair",4,Unspecified
fig-013969,"Arctic Explorer, STEVEGOESNORTH, Orange Suit, Dark Blue Ushanka Hat",4,Unspecified
fig-013970,"Arctic Explorer, Tina Tarantula, Orange Suit, Dark Blue Beanie Hat with Hair",4,Unspecified
fig-013971,"Arctic Explorer, Captain Nautilus, Medium Azure Jacket, Orange Legs, White Fur Collar",5,Unspecified
fig-013972,"Ocean Explorer Diver, Man, Dark Blue Wetsuit and Helmet",6,Adult-coded
fig-013973,"Arctic Explorer, Tina Tarantula, Orange Suit, Dark Blue Backpack and Beanie",5,Unspecified
fig-013974,"Arctic Explorer Pilot, Iris Icicle, Medium Azure and Orange Suit, Dark Blue Helmet",5,Unspecified
fig-013975,"Arctiv Explorer, Tina Tarantula, Orange Suit, Dark Blue Beanie with Hair",4,Unspecified
fig-013976,"Arctic Explorer, STEVEGOESNORTH, Orange Suit with Life Vest",5,Unspecified
fig-013977,"Ocean Explorer, Medium Azure Suit, Orange Life Vest",5,Unspecified
fig-013978,"Skier, Red and Bright Green Snowsuit, Red Helmet with Hair",4,Unspecified
fig-013979,"Snowboarder, Black Snowsuit, Medium Azure Helmet with Hair",4,Unspecified
fig-013980,"Cyclist, Vibrant Yellow and Black Jumpsuit",4,Unspecified
fig-013981,"Woman, Coral Jacket, Dark Red Legs, Dark Blue Cap with Hair",4,Adult-coded
fig-013982,"Ice Skater, Dark Purple and Medium Lavender Torso, Medium White Legs",5,Unspecified
fig-013983,"Boy, Reddish Brown Jacket, Dark Turquoise Legs",4,Child-coded
fig-013984,"Snow Tuber, Bright Light Orange Jacket, Black Legs",4,Unspecified
fig-013985,"Rock Climber, Dark Azure Jacket, Dark Blue Legs, Coral Helmet, White Neck Bracket",5,Unspecified
fig-013986,"Man, Coral and White Workout Outift, Black Hair",4,Adult-coded
fig-013987,"Man, Dark Blue Shirt, White Legs, Dark Brown Hair",4,Adult-coded
fig-013988,"Woman, Dark Pink Top, Medium Azure Legs, Light Bluish Gray Hair",4,Adult-coded
fig-013989,"Woman, Medium Azure Torso, Flat Silver Legs, Medium Nougat Hair",4,Adult-coded
fig-013990,"Girl, White Vest Top, Short Dark Azure Legs, Black Hair",4,Child-coded
fig-013991,"Shopkeeper, Orange Vest, Dark Blue Legs, Reddish Brown Hair",4,Unspecified
fig-013992,"Woman, Bright Light Blue Torso, Tan Legs, Dark Orange Hair",4,Adult-coded
fig-013993,"Batman, Black Suit, Black Cape and Cowl (Rubber), White Goggles",4,Adult-coded
fig-013994,Max Shreck,4,Unspecified
fig-013996,"Alfred Pennyworth, Light Bluish Gray Hair, Glasses",4,Unspecified
fig-013997,Catwoman (Batman Returns),4,Adult-coded
fig-013998,"Bruce Wayne, Black Suit (Batman Returns)",4,Adult-coded
fig-013999,"Batman, Black Suit, Black Cape and Cowl, Yellow Batman Logo, White Goggles (37157 Cape)",5,Adult-coded
fig-014001,The Penguin (Batman Returns),5,Adult-coded
fig-014002,"Girl, White Vest Top, Short Green Legs, Reddish Brown Hair",4,Child-coded
fig-014003,"Man, White Shirt with Balloons, Medium Azure Legs, Magenta Helmet",4,Adult-coded
fig-014004,"Goalkeeper, Medium Lavender Soccer Kit",4,Unspecified
fig-014005,Megan Rapinoe,4,Unspecified
fig-014006,Yuki Nagasato,4,Unspecified
fig-014007,Sam Kerr,4,Unspecified
fig-014008,Asisat Oshoala,4,Unspecified
fig-014009,"Soccer Referee, Lime Jersey",4,Unspecified
fig-014010,"Soccer Manager, Black Suit",4,Adult-coded
fig-014011,"Soccer Fan, Dark Tan Jacket, Bright Light Yellow Hair",4,Unspecified
fig-014012,"Soccer Fan, Red Soccer Jersey, Black Hair",4,Unspecified
fig-014013,"Soccer Fan, Orange Soccer Kit",4,Unspecified
fig-014014,"Soccer Fan, Dark Azure Jacket, Reddish Brown Hair",4,Unspecified
fig-014015,"Soccer Fan, Blue Soccer Kit, Red Scarf, Dark Orange Hair",5,Unspecified
fig-014016,"Soccer Fan, Blue Soccer Kit, Red Scarf, Black Hair",5,Unspecified
fig-014017,"Soccer Fan, Red Soccer Jersey, Orange Glasses",4,Unspecified
fig-014018,"Soccer Fan, White and Dark Turquoise Striped Shirt",4,Unspecified
fig-014021,"Imperium Droid, Dark Red",11,Unspecified
fig-014022,"Imperium Droid, Black, Tall",13,Unspecified
fig-014023,"Imperium Droid, Black, Claws",13,Unspecified
fig-014024,"Imperium Droid, Black, Blades",13,Unspecified
fig-014025,"Fred Weasley in Reddish Brown Suit, Dark Orange Tie",4,Unspecified
fig-014026,"George Weasley in Reddish Brown Suit, Dark Red Tie",4,Unspecified
fig-014027,Junior Moon,19,Unspecified
fig-014028,Miss Fritter,52,Unspecified
fig-014029,"Guido, Light Aqua",26,Unspecified
fig-014030,"Pit Crew (Cars), Green",30,Unspecified
fig-014031,"Luigi (Cars), Headset",51,Unspecified
fig-014032,"Luigi (Cars), Headset no Microphone",48,Unspecified
fig-014033,Shu Todoroki,48,Unspecified
fig-014034,"Tow Mater, Headset",55,Unspecified
fig-014035,"Pit Crew (Cars), White",30,Unspecified
fig-014036,"Pit Crew (Cars), Green, Front Clip",30,Unspecified
fig-014037,"Lightning McQueen, World Grand Prix, White Wheels (LBG 3034 & Yellow 3023)",36,Unspecified
fig-014038,Francesco Bernoulli (Green 1x8 Plate),33,Unspecified
fig-014039,Jeff Gorvette,40,Unspecified
fig-014040,"Rod ""Torque"" Redline",29,Unspecified
fig-014041,"Guido, Light Aqua, Headset",31,Unspecified
fig-014042,"Grem, Red, Visor",52,Unspecified
fig-014043,"Tow Mater, Raised Right Eye - Initial Version",52,Unspecified
fig-014044,"Lightning McQueen, White Sides (LBG 3710)",33,Unspecified
fig-014045,"Finn McMissile, Weapons",52,Unspecified
fig-014046,"Francesco Bernoulli, Squinting",36,Unspecified
fig-014047,"Acer, Visor",55,Unspecified
fig-014048,Red (Cars),143,Unspecified
fig-014049,Finn McMissile,41,Unspecified
fig-014050,"Holley Shiftwell, Wings",27,Unspecified
fig-014051,Miles Axlerod,47,Unspecified
fig-014052,"Professor Zundapp, Smirk (DBG 3795)",40,Unspecified
fig-014053,The Queen (Cars),57,Unspecified
fig-014054,"Lightning McQueen, World Grand Prix, White Wheels (LBG 3034)",36,Unspecified
fig-014055,"Tow Mater, Spy (4085c Clips)",56,Unspecified
fig-014056,Combat Ship (Cars),66,Unspecified
fig-014057,"Finn McMissile, Wings",47,Unspecified
fig-014058,"Professor Zundapp, Smirk (Red 3795)",39,Unspecified
fig-014059,Fillmore,61,Unspecified
fig-014060,Flo,44,Unspecified
fig-014061,"Lightning McQueen, White Sides (DBG 3710)",33,Unspecified
fig-014062,Sally Carrera,27,Unspecified
fig-014063,Sarge,46,Unspecified
fig-014064,"Super Battle Droid, Pearl Titanium, Blaster Arm",4,Unspecified
fig-014065,Lightning McQueen,33,Unspecified
fig-014066,"Mack, Brick-built Hood (3245b)",118,Unspecified
fig-014067,"Mack, Brick-built Hood (3245c)",118,Unspecified
fig-014068,"Holley Shiftwell, Trans-Dark Blue Windscreen",25,Unspecified
fig-014069,"Tow Mater, Spy (60897 Clips)",56,Unspecified
fig-014070,"Super Battle Droid, Pearl Titanium",4,Unspecified
fig-014071,"Tow Mater, Spy (4085b Clips)",55,Unspecified
fig-014072,Acer,40,Unspecified
fig-014073,Holley Shiftwell,25,Unspecified
fig-014074,"Grem, Red",44,Unspecified
fig-014075,"Finn McMissile, Airport Security Disguise",42,Unspecified
fig-014076,Siddeley,121,Unspecified
fig-014077,"Tow Mater, Raised Left Eye",52,Unspecified
fig-014078,"Lightning McQueen, World Grand Prix, White Wheels (LBG 3034 & Green 3023)",36,Unspecified
fig-014079,Francesco Bernoulli (Red 1x8 Plate),33,Unspecified
fig-014080,Petrov Trunkov,46,Unspecified
fig-014081,"Tow Mater, Parachute (V1)",79,Unspecified
fig-014082,"Finn McMissile, Water Skis",36,Unspecified
fig-014083,"Tow Mater, Parachute (V2)",78,Unspecified
fig-014084,"Grem, Orange",43,Unspecified
fig-014085,Crane,37,Unspecified
fig-014086,"Professor Zundapp, Angry",39,Unspecified
fig-014087,Raoul ÇaRoule,45,Unspecified
fig-014088,"Pit Crew (Cars), Blue",27,Unspecified
fig-014089,"Lightning McQueen, World Grand Prix, Red Wheels",37,Unspecified
fig-014090,Max Schnell,49,Unspecified
fig-014091,"Policeman, Pilot, Black Vest with Badge and Pouches, White Helmet with Visor",5,Adult-coded
fig-014092,"Light Bluish Grey Torso, Black Legs, Black Hair, Sunglasses",4,Unspecified
fig-014093,"Medium Lavender Torso, Sand Green Legs, Black Hair, Sunglasses",4,Unspecified
fig-014094,"Chef - White Torso, Light Gray Legs, Paint Spots",4,Unspecified
fig-014095,"Bright Pink Torso, White Legs, Dark Orange Hair",4,Unspecified
fig-014096,Snow White - Minifig,5,Unspecified
fig-014097,Prince Florian,5,Unspecified
fig-014099,Rapunzel - Minifig,5,Unspecified
fig-014100,Flynn Rider - Minifig,4,Unspecified
fig-014101,Prince Naveen,6,Unspecified
fig-014102,Prince Charming (Henry) - Minifig,5,Unspecified
fig-014103,Cinderella - Minifig,4,Unspecified
fig-014105,Mickey Mouse - Flat Silver Tuxedo,3,Unspecified
fig-014106,Mary Sanderson,5,Unspecified
fig-014107,Sarah Sanderson,5,Unspecified
fig-014108,Max Dennison,4,Unspecified
fig-014109,Dani Dennison,5,Unspecified
fig-014110,Allison Watts,4,Unspecified
fig-014111,Winifred Sanderson,5,Unspecified
fig-014112,"Soldier (Bluecoat) - Captain, Female",6,Unspecified
fig-014113,"Lady Anchor, Black Legs",4,Adult-coded
fig-014114,"Pirate - White Torso, Green Legs, Red Bandana",4,Unspecified
fig-014116,Soldier (Bluecoat) - Admiral,6,Unspecified
fig-014117,"Soldier (Bluecoat) - Backpack, Red Epaulette, Reddish Brown Sideburns",6,Unspecified
fig-014118,"Soldier (Bluecoat) - Backpack, Red Epaulette, Black Moustache",6,Unspecified
fig-014119,"Soldier (Bluecoat) - Backpack, Red Epaulette, Female",6,Unspecified
fig-014120,"Soldier (Bluecoat) - Captain, Female, Reddish Brow Hair",6,Unspecified
fig-014121,"Skeleton, Standard Face, Red Bandana Hat, Bent Arms",7,Unspecified
fig-014122,Rita Skeeter,4,Unspecified
fig-014123,Monochrome Figure - Orange,3,Unspecified
fig-014124,"Dragon Knight, Dark Green, Pearl Dark Gray Helmet, Angry",4,Unspecified
fig-014125,"Dragon Knight, Dark Green, Pearl Dark Gray Helmet, Stubble",4,Unspecified
fig-014126,Nether Adventurer,3,Unspecified
fig-014127,"Enderman, Dark Bluish Gray Box, Foot Plate",15,Adult-coded
fig-014129,Lloyd - EVO with Hair,4,Unspecified
fig-014130,"White Torso, Dark Bluish Grey Legs, Blue Cap",4,Unspecified
fig-014131,"Stunt Driver, White and Orange Race Jacket, Dark Blue Legs and Helmet",4,Unspecified
fig-014132,Aliya - Yellow and Coral Wetsuit,4,Unspecified
fig-014133,"Boris Bulldog, White Head, Blue Torso, Yellow Legs, Blue Police Hat",2,Unspecified
fig-014134,"Bertie Bulldog, Brown Head, Blue Torso, Black Legs, Black Police Hat",2,Unspecified
fig-014135,"Bertie Bulldog, Brown Head, Red Torso, Yellow Legs, Red Fire Helmet",2,Unspecified
fig-014136,"Bertie Bulldog, Brown Head, Blue Torso, Black Legs, Red Fire Helmet",2,Unspecified
fig-014138,"Yoda, Light Nougat Feet",3,Unspecified
fig-014139,Z-Blob,3,Unspecified
fig-014140,Jayden,4,Unspecified
fig-014141,Dreamling - Blacksmith,4,Unspecified
fig-014142,Dreamling - Baker,3,Unspecified
fig-014143,Dreamling - Wizard,4,Unspecified
fig-014144,Snivel,5,Unspecified
fig-014145,Susan,10,Unspecified
fig-014146,Nova,4,Unspecified
fig-014147,"Mateo, Cape",6,Unspecified
fig-014148,"Izzie, Shoulder Armor, Skirt",6,Unspecified
fig-014149,Nightmare King,5,Unspecified
fig-014150,Dreamling Mushroom,3,Unspecified
fig-014151,Night Hunter,5,Unspecified
fig-014152,Albert,3,Unspecified
fig-014153,Denny,4,Unspecified
fig-014154,Flight Knight,4,Unspecified
fig-014155,Captain Bedbeard,5,Unspecified
fig-014156,Propper Chopper,8,Unspecified
fig-014157,Logan (Dreamling Form),3,Unspecified
fig-014158,Mr. Oz,5,Unspecified
fig-014159,Izzie,4,Unspecified
fig-014160,Zoey,4,Unspecified
fig-014161,"Cooper, Blue Hipwear",5,Unspecified
fig-014162,"Zoey, Quiver",5,Unspecified
fig-014163,Grimspawn,4,Unspecified
fig-014164,"Mateo, Red Backpack",5,Unspecified
fig-014165,Mrs. Castillo,5,Unspecified
fig-014166,"Zoey, Cape",5,Unspecified
fig-014167,"Mateo, Utility Belt",5,Unspecified
fig-014168,Cooper,4,Unspecified
fig-014169,"Izzie, Shoulder Armor",5,Unspecified
fig-014170,Pandy Paws,2,Unspecified
fig-014171,MerCat,2,Unspecified
fig-014172,"Gabby, Dark Pink Jacket, 3886 Hair",5,Unspecified
fig-014173,"Gabby, Rainbow Outift",5,Unspecified
fig-014174,"Gabby, Dark Pink Swimsuit",5,Unspecified
fig-014175,"Sonic the Hedgehog, Light Nougat Face, Green Eyes, Winking",3,Unspecified
fig-014176,Miles 'Tails' Prower,4,Unspecified
fig-014177,"Sonic the Hedgehog, Light Nougat Face, Green Eyes",3,Unspecified
fig-014178,Dr. Ivo 'Eggman' Robotnik,4,Adult-coded
fig-014179,Amy Rose,4,Unspecified
fig-014180,Underwater Explorer,3,Unspecified
fig-014181,Witch,4,Unspecified
fig-014182,Crystal Knight,3,Unspecified
fig-014183,Golden Knight,3,Unspecified
fig-014184,"Thanos, Dark Blue and Gold Outfit, Gold Helmet",4,Unspecified
